access,leisure,name,surface,source,tourism,bench,bus,highway,mapillary,network,network:wikidata,operator,public_transport,ref,shelter,source:ref,source:stop_id,stop_id,survey:date,addr:housenumber,addr:street,amenity,capacity,cuisine,website,brand,brand:wikidata,brand:wikipedia,name:en,name:fr,image,fixme,network:wikipedia,smoking,change_area,description,ice_rink:boards,ice_rink:facility,ice_rink:lights,ice_rink:type,lit,ref:park,seasonal,source:date,supervised,toilets,wheelchair,addr:city,addr:postcode,isced:level,operator:type,phone,takeaway,healthcare,opening_hours,shop,alt_name,internet_access,internet_access:fee,internet_access:ssid,historic,wikidata,wikipedia,ferry,direction,tactile_paving,bin,man_made,tower:type,delivery,drive_through,outdoor_seating,official_name,toilets:access,toilets:wheelchair,operator:wikidata,atm,covered,parking,sidewalk_orientation,old_name,price,layer,contact:facebook,email,indoor_seating,website:menu,check_date,contact:instagram,sport,source:stopid,check_date:lit,check_date:tactile_paving,check_date:bin,check_date:shelter,addr:unit,air_conditioning,operator:wikipedia,school:language,departures_board,healthcare:speciality,level,disused:shop,clothes,second_hand,branch,fee,garden:type,accessible,religion,diet:vegetarian,operator:en,operator:fr,operator:short,dispensing,addr:country,addr:province,website:en,website:fr,fax,denomination,natural,material,construction:railway,light_rail,opening_date,railway,station,indoor,short_name,note,collection_times,brand:zh,int_name,name:zh,contact:twitter,contact:email,bar,source:outdoor_seating,route_ref,emergency,railway:ref,train,name:de,name:it,name:ko,name:pt,name:ru,created_by,stars,payment:cash,payment:debit_cards,payment:mastercard,payment:visa,payment:credit_cards,wheelchair:description,check_date:opening_hours,opening_hours:signed,asset_ref,cost:coffee,local_ref,towards,highchair,brand:en,brand:fr,official_name:en,official_name:fr,addr:housename,place_of_worship,fee:conditional,diet:vegan,iata,traffic_calming,maxheight,designation,wifi,shop_1,shop_2,name:es,street_food,opening_hours:url,microbrewery,reservation,not:name,brewery,fast_food,theatre:genre,name:ur,addr:street:fr,url,opening_hours:comment,cargo,park_ride,start_date,self_service,passenger_information_display,kerb,type,name:ar,Routes,rooms,disused:amenity,brand:short,not:network:wikidata,was:highway,lcn,lgbtq,diet:halal,safety:mask:covid19,street_vendor,leaf_cycle,leaf_type,payment:coins,payment:cryptocurrencies,payment:electronic_purses,payment:notes,artist_name,inscription,inscription:fr,mapillary_1,mapillary_2,brand:zh-Hans,brand:zh-Hant,name:zh-Hans,name:zh-Hant,facebook,office,changing_table,not:operator:wikidata,display,was:amenity,attraction,service_times,stroller,check_date:diet:vegetarian,craft,cocktails,drink:coffee,healthcare:counselling,dance:teaching,min_age,contact:phone,contact:website,brand:website,not:brand:wikidata,organic,ele,opening_hours:covid19,height,playground,diet:gluten_free,diet:kosher,diet:nut_free,theatre:type,location,name_1,product,brand:ko,compounding,medical_service:immunizations,sample_collection,vaccination,addr:floor,abandoned,aerialway,construction_year,manufacturer,short_name:en,short_name:fr,payment:apple_pay,payment:american_express,payment:app,payment:cards,payment:contactless,payment:diners_club,payment:discover_card,payment:google_pay,payment:jcb,payment:mastercard_contactless,payment:paypal,payment:visa_debit,building:levels,drink:tea,place,wetland,dog,landuse,water,building,capacity:disabled,club,basin,intermittent,golf,salt,playground:theme,maxstay,attribution,tidal,government,max_level,min_level,internet_access:operator,building:start_date,building:colour,building:material,boat,swimming_pool,service:bicycle:retail,roof:levels,foot,roof:colour,grades,golf:course,orientation,access:conditional,charge,room,barrier,source:url,roof:shape,smoothness,training,vegetarian,opening_hours:drive_through,old_website,mobile,residential,ref:facility,area,origin,isced:2011:level,school:gender,heritage,heritage:operator,heritage:website,hsmbc:criteria,hsmbc:inscription_date,ref:hpc,boundary,police,building:part,museum,note:opening_hours,building:levels:underground,alt_name_1,diocese,roof:material,source:height,name:hr,basilica,ref:hsmbc,disused,note:addr,note:name,capacity:charging,bicycle,width,winter_service,parking:condition:area,parking:condition:area:customers,roof:orientation,closed,lock,lock_name,waterway,end_date,source_ref:url,landcover,name:etymology:wikidata,name:lv,check_date:fee,outdoor,ownership,unit,museum_type,fence_height,language:en,name:sr,llbo,fence_type,spaces:disabled,pedagogy,owner,destroyed:building,denomination:wikidata,name:vi,email2,instagram,capacity:parent,capacity:women,phone:tollfree,horse,motor_vehicle,landscape_architect,parts,contact:fax,contact:linkedin,contact:youtube,ref:AEFE,tunnel,protect_class,name:wuu,name:zh-Latn-pinyin,ft_link,was:name,health_specialty:physiotherapy,donut,construction,segregated,changing_table:location,construction:public_transport,proposed:public_transport,proposed:railway,cycling,max_age,colour,monument,lanes,check_date:maxstay,description:es,comment,latitude,longitude
,,Wellington Butchery,,,,,,,1111703109307802,,,,,,,,,,,1333,Wellington Street West,,,,https://wellingtonbutchery.com/,,,,,,,,,,,,,,,,,,,,,,limited,,,,,+1-613-722-0086,,,Mo-Th 09:00-18:00; Fr 09:00-19:00; Sa 08:00-18:00; Su 10:00-18:00,butcher,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3987361,-75.7371734
,,Victoire Boutique,,,,,,,,,,,,,,,,,,1282,Wellington Street West,,,,https://victoireboutique.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo-We 10:00-18:00; Th,Fr 10:00-20:00; Sa 10:00-18:00; Su 12:00-17:00",clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-01,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3989424,-75.7346564
,,Piggy Market,,,,,,,,,,,,,,,,,,400,Winston Avenue,,,,https://www.thepiggymarket.com/,,,,,,,,,,,,,,,,,,,,,,no,,K2A 1Y5,,,,,,Mo-We 10:00-18:30; Th-Fr 10:00-19:00; Sa 09:00-18:30; Su 11:00-17:00,butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3912805,-75.7565144
,,Laysieng Couturier,,,,,,,,,,,,,,,,,,1342,Wellington Street West,,,,https://www.laysiengcouturier.com,,,,,,,,,,,,,,,,,,,,,,,,K1Y 3B7,,,+1-613-820-6972,,,"Mo-Fr 10:00-18:00; Sa,Su 10:00-17:00",clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3983283,-75.7377136
,,Joe Fresh,,,,,,,,,,,,,,,,,,,,,,,,Joe Fresh,Q6209926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2706485,-75.6975993
,,Indian Boutique & Dress Making,,,,,,,,,,,,,,,,,,4,Lorry Greenberg Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3690528,-75.6210802
,,Mid-East Foods,,,,,,,,,,,,,,,,,,1010,Belfast Road,,,,https://www.mideastfoods.com/,,,,,,,,,,,"Ethnic foods, catering and fast foods.",,,,,,,,,,,,,K1G 4A2,,,+1-613-244-2525,,,Mo-Fr 09:00-21:00; Sa 08:00-20:00; Su 09:00-17:00,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4100972,-75.6302422
,,M&M Food Market,,,,,,,,,,,,,,,,,,2249,Carling Avenue,,,,http://www.mmmeatshops.com/,M&M Food Market,Q6711827,en:M&M Food Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3692288,-75.7741641
,,Prince Ali Bakery,,,,,,,,,,,,,,,,,,1582,Walkley Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3766288,-75.6465373
,,Wild Oat Bakery,,,,,,,,,,,,,,,,,,817,Bank Street,cafe,,,,,,,,,,,,,,,,,,,,,,,,,yes,,K1S 3V7,,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4024931,-75.6879241
,,Beaver Tails,,,,,,,,,,,,,,,,,,69,George Street,,,,https://beavertails.com,BeaverTails,,,,,,,,,,,,,,,,,,,,,yes,,K1N 1K1,,,+1-613-241-1230,only,,"Su-Th 11:00-23:00, Fr,Sa 11:00-24:00",bakery,,,,,,Q637564,en:BeaverTails,,,,,,,,,,,,,,,,,,,,,,ottawabywardmarket@beavertails.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4273586,-75.6916904
,,La Brioche,,,,,,,,,,,,,,,,,,866,Bank Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4009948,-75.6873712
,,Ichiban Bakery,,,,,,,763900920991124,,,,,,,,,,,825,Bank Street,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4022128,-75.6877728
,,Brio,,,,,,,449021512992474,,,,,,,,,,,911,Bank Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.400225,-75.6866396
,,Lululemon,,,,,,,,,,,,,,,,,,340,Richmond Road,,,,http://www.lululemon.com/ottawa/westboro,Lululemon,Q6702957,en:Lululemon Athletica,,,,,,,,,,,,,,,,,,,yes,,K2A 0E8,,,+1-613-761-1839,,,,clothes,,,,,,,,,,,,,,,,,Lululemon Athletica,,,,,,,,,,,,,,,2025-06-18,,,,,,,,,,,,,,,,men;women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3919439,-75.753871
,,Your Independent Grocer,,,,,,,,,,,,,,,,,,296,Bank Street,,,,,Your Independent Grocer,Q8058833,en:Your Independent Grocer,,,,,,,,,,,,,,,,,,,yes,,,,,,,,Mo-Su 07:00-22:00,supermarket,Massine's Your Independent Grocer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4150313,-75.6964903
,,Brio Bodywear,,,,,,,,,,,,,,,,,,380,Richmond Road,,,,https://www.briobodywear.com/,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,"Tu-Fr 10:00-18:00; Sa 10:00-17:00; Su 12:00-16:00; Mo,PH off",clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3911394,-75.7555842
,,Morris Formal Wear,,,,,,,490870782260320,,,,,,,,,,,1083,Wellington Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4033826,-75.7252412
,,Mandy's Cafe,,,,,,,,,,,,,,,,,,1791,Kilborn Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,K1H 6N2,,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3880378,-75.6452908
,,Second Avenue Sweets,,,,,,,,,,,,,,,,,,151 B,Second Avenue,,,,https://www.sassbakery.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4036318,-75.6893451
,,Gregory's Leather,,City of Ottawa,,,,,328623875559128,,,,,,,,,,,456,Rideau Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4309328,-75.6801493
,,Morgante Menswear Limited,,,,,,,,,,,,,,,,,,141,Sparks Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4223967,-75.6987469
,,Winners,,,,,,,,,,,,,,,,,,225,Marché Way,,,,,Winners,Q845257,en:Winners,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,Mo-Fr 09:30-21:00; Sa 09:00-21:00; Su 10:00-21:00,department_store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4001259,-75.6849844
