rentfaster_id,city,province,address,latitude,longitude,lease_term,type,price,beds,baths,sq_feet,link,furnishing,availability_date,smoking,cats,dogs,nearestSchool,nearestPolice,restaurantCount,cemeteryCount,healthCareCount,communityCentreCount,placeOfWorshipCount,leisureCount,shopCount,tourismCount
564285,Airdrie,Alberta,212 Bayview Street,51.2770614,-114.043381,Long Term,Basement,1550.0,2 Beds,1,900,/ab/airdrie/rentals/basement/2-bedrooms/furnished/564285,Furnished,Immediate,Non-Smoking,False,False,3.710325792004253,13.164256693461407,0,0,0,0,0,1,2,0
563680,Airdrie,Alberta,49 Willow Green SW,51.2910811,-114.0512376,12 months,House,2800.0,3 Beds,2.5,2100,/ab/airdrie/rentals/house/3-bedrooms/non-smoking/563680,Unfurnished,Immediate,Non-Smoking,False,False,3.1482546423826245,14.653766693259326,0,0,0,0,0,0,0,0
547613,Airdrie,Alberta,491 Canals Crossing Southwest,51.281783797677,-114.026080490738,Long Term,Townhouse,2400.0,3 Beds,2.5,1400,/ab/airdrie/rentals/townhouse/3-bedrooms/non-smoking/547613,Unfurnished,Immediate,Non-Smoking,False,False,2.627799698655022,13.893583238868116,6,0,3,0,0,3,2,1
571738,Airdrie,Alberta,S Point Glen SW,51.252937,-114.0104286,Long Term,House,2750.0,4 Beds,3.5,,/ab/airdrie/rentals/house/4-bedrooms/non-smoking/571738,Unfurnished,Immediate,Non-Smoking,False,False,5.597731774668854,11.135871434584642,2,0,3,0,0,1,1,0
571557,Airdrie,Alberta,,51.2588372,-114.0256628,Long Term,Storage,600.0,,,,/ab/airdrie/rentals/storage/non-smoking/571557,Unfurnished,Immediate,Non-Smoking,,,5.054764757512485,11.423067535044,2,0,3,0,0,1,1,0
571533,Airdrie,Alberta,260 Langwell Common SE,51.261387745429,-113.977984683331,Long Term,Main Floor,2600.0,3 Beds,2.5,1608,/ab/airdrie/rentals/main-floor/3-bedrooms/non-smoking/571533,Unfurnished,Immediate,Non-Smoking,False,False,5.174194489389932,12.958628135787825,1,0,0,0,0,1,0,0
571493,Airdrie,Alberta,,51.2623922,-114.0461869,Negotiable,Basement,1600.0,2 Beds,1,1000,/ab/airdrie/rentals/basement/2-bedrooms/non-smoking/571493,Unfurnished,Immediate,Non-Smoking,False,False,5.18393031798312,11.52175911737359,0,0,0,0,0,0,0,0
571605,Airdrie,Alberta,,51.2909238,-114.0421242,Long Term,Townhouse,2395.0,3 Beds,1.5,1018,/ab/airdrie/rentals/townhouse/3-bedrooms/pet-friendly/571605,Unfurnished,Immediate,Non-Smoking,True,True,2.600056653503964,14.703760483415536,1,0,2,0,0,2,0,0
550535,Airdrie,Alberta,20 Kingsland Close SE,51.2660887,-113.9901988,Long Term,Apartment,1737.0,2 Beds,1,792,/ab/airdrie/rentals/apartment/2-bedrooms/pet-friendly/550535,Unfurnished,Immediate,Non-Smoking,True,True,4.366902184147648,13.035993113078224,1,0,1,0,0,1,1,0
527015,Airdrie,Alberta,1038 Bayview Rise Southwest,51.2785049,-114.0442103,Long Term,House,2600.0,3 Beds,2.5,,/ab/airdrie/rentals/house/3-bedrooms/non-smoking/527015,Unfurnished,Immediate,Non-Smoking,False,False,3.622749291048945,13.315661739419903,0,0,0,0,0,1,1,0
493065,Airdrie,Alberta,327 Canals Crossing Southwest,51.280950109218,-114.02697856138,Long Term,Apartment,2000.0,2 Beds,2,,/ab/airdrie/rentals/apartment/1-bedroom/non-smoking/493065,Unfurnished,Immediate,Non-Smoking,False,False,2.738134979552105,13.789650066334202,6,0,2,0,0,3,2,1
493065,Airdrie,Alberta,327 Canals Crossing Southwest,51.280950109218,-114.02697856138,Long Term,Apartment,1600.0,1 Bed,1,,/ab/airdrie/rentals/apartment/1-bedroom/non-smoking/493065,Unfurnished,Immediate,Non-Smoking,False,False,2.738134979552105,13.789650066334202,6,0,2,0,0,3,2,1
493065,Airdrie,Alberta,327 Canals Crossing Southwest,51.280950109218,-114.02697856138,Long Term,Apartment,1230.0,1 Bed,1,,/ab/airdrie/rentals/apartment/1-bedroom/non-smoking/493065,Unfurnished,Immediate,Non-Smoking,False,False,2.738134979552105,13.789650066334202,6,0,2,0,0,3,2,1
493065,Airdrie,Alberta,327 Canals Crossing Southwest,51.280950109218,-114.02697856138,Long Term,Apartment,2000.0,2 Beds,1.5,,/ab/airdrie/rentals/apartment/1-bedroom/non-smoking/493065,Unfurnished,Immediate,Non-Smoking,False,False,2.738134979552105,13.789650066334202,6,0,2,0,0,3,2,1
570944,Airdrie,Alberta,604 8 Street Southwest,51.2873632,-114.024567,Long Term,Condo Unit,1800.0,2 Beds,1,,/ab/airdrie/rentals/condo/2-bedrooms/non-smoking/570944,Unfurnished,Immediate,Non-Smoking,False,False,2.026242943802946,14.522116195179665,8,0,3,0,0,3,2,1
559699,Airdrie,Alberta,1534 Bayside Avenue SW,51.2727522,-114.0360575,Long Term,Townhouse,2800.0,3 Beds,2.5,1726,/ab/airdrie/rentals/townhouse/2-bedrooms/pet-friendly/559699,Unfurnished,Immediate,Non-Smoking,True,True,3.8355875638768255,12.771603805426254,0,0,0,0,0,1,2,0
559699,Airdrie,Alberta,1534 Bayside Avenue SW,51.2727522,-114.0360575,Long Term,Townhouse,2675.0,3 Beds,2.5,1704,/ab/airdrie/rentals/townhouse/2-bedrooms/pet-friendly/559699,Unfurnished,Immediate,Non-Smoking,True,True,3.8355875638768255,12.771603805426254,0,0,0,0,0,1,2,0
559699,Airdrie,Alberta,1534 Bayside Avenue SW,51.2727522,-114.0360575,Long Term,Townhouse,2475.0,2 Beds,2.5,1382,/ab/airdrie/rentals/townhouse/2-bedrooms/pet-friendly/559699,Unfurnished,Immediate,Non-Smoking,True,True,3.8355875638768255,12.771603805426254,0,0,0,0,0,1,2,0
566333,Airdrie,Alberta,61 Willow Green Southwest,51.2910811,-114.0512376,Long Term,House,3000.0,4 Beds,2.5,2300,/ab/airdrie/rentals/house/4-bedrooms/non-smoking/566333,Unfurnished,Immediate,Non-Smoking,False,False,3.1482546423826245,14.653766693259326,0,0,0,0,0,0,0,0
570380,Airdrie,Alberta,1191 Lanark Boulevard,51.2589463,-113.9768104,12 months,Townhouse,2450.0,3 Beds,2.5,1300,/ab/airdrie/rentals/townhouse/3-bedrooms/pet-friendly/570380,Unfurnished,Immediate,Non-Smoking,True,True,5.454358012126346,12.763680421936375,0,0,0,0,0,1,0,0
496249,Airdrie,Alberta,,51.26992,-114.0429,Long Term,Room For Rent,800.0,1 Bed,1,1750,/ab/airdrie/rentals/shared/1-bedroom/non-smoking/496249,Negotiable,Immediate,Non-Smoking,False,False,4.34457637153317,12.382908802332611,0,0,0,0,0,1,0,0
569998,Airdrie,Alberta,,51.2810355,-114.0472916,Long Term,Basement,1750.0,2 Beds,1,700,/ab/airdrie/rentals/basement/2-bedrooms/non-smoking/569998,Unfurnished,Immediate,Non-Smoking,False,False,3.564690128945139,13.569056875288075,0,0,0,0,0,1,0,0
569767,Airdrie,Alberta,AB-2,51.263381340333,-114.026004222412,Long Term,Basement,1250.0,1 Bed,1,,/ab/airdrie/rentals/basement/1-bedroom/non-smoking/569767,Unfurnished,Immediate,Non-Smoking,False,False,4.567604755556932,11.905034525733173,2,0,3,0,0,1,2,0
528653,Airdrie,Alberta,113 Windstone Avenue Southwest,51.2592925,-114.0290917,Long Term,Townhouse,2300.0,2 Beds,2.5,1250,/ab/airdrie/rentals/townhouse/2-bedrooms/pet-friendly/528653,Unfurnished,Immediate,Non-Smoking,True,True,5.061312920398209,11.411273025385286,2,0,3,0,0,1,1,0
345040,Airdrie,Alberta,,51.2924668,-114.0097333,Long Term,House,2100.0,1 Bed,1,700 Sq. Ft.,/ab/airdrie/rentals/house/1-bedroom/pet-friendly/345040,Unfurnished,Immediate,Non-Smoking,True,True,1.20304411274455,15.322654018523671,12,0,4,0,0,7,0,1
568743,Airdrie,Alberta,,51.2625251,-114.0452084,Negotiable,Basement,1300.0,1 Bed,1,550,/ab/airdrie/rentals/basement/1-bedroom/non-smoking/568743,Unfurnished,Immediate,Non-Smoking,False,False,5.138539198640944,11.54600650767173,0,0,0,0,0,0,0,0
467964,Airdrie,Alberta,,51.2815229,-114.0258838,Long Term,Townhouse,2500.0,3 Beds,2.5,"1,500+",/ab/airdrie/rentals/townhouse/3-bedrooms/pet-friendly/467964,Unfurnished,Immediate,Non-Smoking,True,True,2.648616627290077,13.868221070219656,6,0,3,0,0,3,2,1
566757,Airdrie,Alberta,Cobblefield Mnr SW,51.263773692711,-114.040650415869,Negotiable,Basement,3800.0,2 Beds,1,900,/ab/airdrie/rentals/basement/2-bedrooms/non-smoking/566757,Unfurnished,Immediate,Non-Smoking,False,False,4.871336917764564,11.73277474110702,2,0,3,0,0,1,1,0
562560,Airdrie,Alberta,,51.2695413,-113.9859512,Long Term,Room For Rent,850.0,1 Bed,1,2500,/ab/airdrie/rentals/shared/1-bedroom/furnished/562560,Furnished,Immediate,Non-Smoking,False,False,4.118019866023345,13.509157805862328,1,0,1,0,0,1,1,0
463838,Airdrie,Alberta,403 Mackenzie Way Southwest,51.2891518,-114.0230327,Long Term,Condo Unit,1950.0,2 Beds,1,677,/ab/airdrie/rentals/condo/2-bedrooms/non-smoking/463838,Unfurnished,Immediate,Non-Smoking,False,False,1.8005795915505833,14.739334167807097,8,0,3,0,0,3,2,1
567883,Airdrie,Alberta,S Point Gate SW,51.2529298,-114.011578,Long Term,Townhouse,2600.0,3 Beds,2.5,1515,/ab/airdrie/rentals/townhouse/3-bedrooms/non-smoking/567883,Unfurnished,Immediate,Non-Smoking,False,False,5.599156728234359,11.10600320440124,2,0,3,0,0,1,1,0
565757,Airdrie,Alberta,,51.2632915,-114.0462188,Long Term,Townhouse,2500.0,3 Beds,2.5,,/ab/airdrie/rentals/townhouse/3-bedrooms/non-smoking/565757,Unfurnished,Immediate,Non-Smoking,False,False,5.097530600765697,11.620497449397355,0,0,0,0,0,0,0,0
566592,Airdrie,Alberta,673 Windrow Manor Southwest,51.2526265,-114.0360833,Long Term,House,3000.0,3 Beds,2.5,2000,/ab/airdrie/rentals/house/3-bedrooms/non-smoking/566592,Unfurnished,Immediate,Non-Smoking,False,False,5.9093178055603,10.577666291897707,2,0,3,0,0,1,1,0
552555,Airdrie,Alberta,,51.2858751,-114.0165409,Negotiable,Room For Rent,780.0,1 Bed,1,,/ab/airdrie/rentals/shared/1-bedroom/furnished/552555,Furnished,Immediate,Non-Smoking,False,False,1.9821075391007397,14.491398211525963,10,0,3,0,0,3,2,1
561775,Airdrie,Alberta,462 Bayview Manor Southwest,51.2831517,-114.0459165,Short Term,Room For Rent,700.0,1 Bed,1,1600,/ab/airdrie/rentals/shared/1-bedroom/short-term/561775,Furnished,Immediate,Non-Smoking,False,False,3.3341172030680672,13.81376214490471,0,0,0,0,0,1,0,0
346569,Airdrie,Alberta,,51.2672602,-114.0118268,Negotiable,Room For Rent,850.0,1 Bed,1,,/ab/airdrie/rentals/shared/1-bedroom/non-smoking/346569,Negotiable,Immediate,Non-Smoking,False,False,4.006336351646912,12.599684046743207,3,0,4,0,0,2,4,1
453882,Airdrie,Alberta,45 Gateway Drive,51.3044974,-114.0115628,Long Term,Apartment,1630.0,1 Bed,1,616,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453882,Unfurnished,July 01,Non-Smoking,True,True,0.15870937504227203,16.583422957414857,3,0,2,0,0,5,0,0
453882,Airdrie,Alberta,45 Gateway Drive,51.3044974,-114.0115628,Long Term,Apartment,1630.0,1 Bed,1,616,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453882,Unfurnished,Immediate,Non-Smoking,True,True,0.15870937504227203,16.583422957414857,3,0,2,0,0,5,0,0
453882,Airdrie,Alberta,45 Gateway Drive,51.3044974,-114.0115628,Long Term,Apartment,2090.0,2 Beds,2,971,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453882,Unfurnished,Immediate,Non-Smoking,True,True,0.15870937504227203,16.583422957414857,3,0,2,0,0,5,0,0
453882,Airdrie,Alberta,45 Gateway Drive,51.3044974,-114.0115628,Long Term,Apartment,1735.0,1 Bed,1,654,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453882,Unfurnished,Immediate,Non-Smoking,True,True,0.15870937504227203,16.583422957414857,3,0,2,0,0,5,0,0
453882,Airdrie,Alberta,45 Gateway Drive,51.3044974,-114.0115628,Long Term,Apartment,1710.0,1 Bed,1,616,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453882,Unfurnished,Immediate,Non-Smoking,True,True,0.15870937504227203,16.583422957414857,3,0,2,0,0,5,0,0
453882,Airdrie,Alberta,45 Gateway Drive,51.3044974,-114.0115628,Long Term,Apartment,1630.0,1 Bed,1,616,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453882,Unfurnished,Immediate,Non-Smoking,True,True,0.15870937504227203,16.583422957414857,3,0,2,0,0,5,0,0
453882,Airdrie,Alberta,45 Gateway Drive,51.3044974,-114.0115628,Long Term,Apartment,1840.0,1 Bed,1,711,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453882,Unfurnished,Immediate,Non-Smoking,True,True,0.15870937504227203,16.583422957414857,3,0,2,0,0,5,0,0
453882,Airdrie,Alberta,45 Gateway Drive,51.3044974,-114.0115628,Long Term,Apartment,1630.0,1 Bed,1,616,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453882,Unfurnished,July 01,Non-Smoking,True,True,0.15870937504227203,16.583422957414857,3,0,2,0,0,5,0,0
453882,Airdrie,Alberta,45 Gateway Drive,51.3044974,-114.0115628,Long Term,Apartment,1630.0,1 Bed,1,616,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453882,Unfurnished,July 01,Non-Smoking,True,True,0.15870937504227203,16.583422957414857,3,0,2,0,0,5,0,0
453882,Airdrie,Alberta,45 Gateway Drive,51.3044974,-114.0115628,Long Term,Apartment,1955.0,2 Beds,2,906,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453882,Unfurnished,August 01,Non-Smoking,True,True,0.15870937504227203,16.583422957414857,3,0,2,0,0,5,0,0
453882,Airdrie,Alberta,45 Gateway Drive,51.3044974,-114.0115628,Long Term,Apartment,1630.0,1 Bed,1,616,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453882,Unfurnished,July 01,Non-Smoking,True,True,0.15870937504227203,16.583422957414857,3,0,2,0,0,5,0,0
453882,Airdrie,Alberta,45 Gateway Drive,51.3044974,-114.0115628,Long Term,Apartment,1670.0,1 Bed,1,616,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453882,Unfurnished,August 01,Non-Smoking,True,True,0.15870937504227203,16.583422957414857,3,0,2,0,0,5,0,0
533341,Airdrie,Alberta,349 Hillcrest Road Southwest,51.2491537,-114.0171847,Long Term,Duplex,2550.0,3 Beds,2.5,1361,/ab/airdrie/rentals/duplex/3-bedrooms/non-smoking/533341,Unfurnished,June 15,Non-Smoking,False,False,6.037027779068347,10.575719767654055,2,0,3,0,0,1,1,0
552023,Airdrie,Alberta,,51.2863306,-114.0386921,Negotiable,Basement,900.0,1 Bed,1,,/ab/airdrie/rentals/basement/1-bedroom/furnished/552023,Furnished,June 15,Non-Smoking,False,False,2.725481331191998,14.230908568545575,1,0,2,0,0,2,1,0
570056,Airdrie,Alberta,177 Baysprings Gardens Southwest,51.2777434,-114.0446346,Long Term,House,4000.0,4 Beds,4,2328,/ab/airdrie/rentals/house/4-bedrooms/pet-friendly/570056,Unfurnished,June 15,Non-Smoking,True,True,3.706453452343178,13.227878536553057,0,0,0,0,0,1,0,0
